Known As,Full Name,Overall,Potential,Value,Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage,Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating
O. Fraulo,Oscar Luigi Fraulo,60,80,675000,CM,CAM,Denmark,https://cdn.sofifa.net/players/265/518/23_60.png,18,180,77,1683,364,Borussia Mönchengladbach,1000,1800000,SUB,2026,22,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium,75,54,58,63,52,62,49,52,42,63,51,61,53,49,61,62,78,73,73,54,71,62,51,66,59,51,68,54,54,61,45,58,50,56,54,9,11,14,15,11,59,60,60,60,60,60,63,63,62,63,60,61,60,60,57,60,18
P. Wood,Patrick Wood,60,73,600000,ST,ST,Australia,https://cdn.sofifa.net/players/259/629/23_60.png,19,178,73,1506,330,Sydney FC,1000,1100000,SUB,2023,12,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/au.png,-,-,High,High,77,58,49,57,22,67,35,61,55,58,51,55,47,28,49,58,76,78,56,55,72,62,78,60,69,51,66,15,59,51,58,57,18,22,14,14,8,14,6,7,62,57,59,59,59,57,59,59,53,59,43,43,43,42,41,42,16
N. Gordon,Nico Gordon,60,73,550000,"CB,RB",CB,England,https://cdn.sofifa.net/players/256/813/23_60.png,20,183,72,1348,296,Birmingham City,4000,1400000,RES,2023,25,2018,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,64,27,35,42,62,66,27,25,60,48,26,40,24,31,32,31,63,65,61,52,67,33,66,61,70,23,60,61,25,27,42,45,61,64,60,6,9,13,7,8,42,39,38,38,38,39,40,42,42,42,54,54,54,57,62,57,15
Y. Lienard,Yann Lienard,60,78,575000,GK,GK,France,https://cdn.sofifa.net/players/271/661/23_60.png,19,192,80,889,327,AS Monaco,2000,1500000,RES,2024,50,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,59,61,60,61,23,63,9,3,12,30,4,6,34,18,21,13,23,22,33,45,26,45,39,27,66,8,21,7,3,31,11,36,4,13,11,59,61,60,63,61,21,16,18,18,18,16,21,20,23,20,19,23,19,19,22,19,61
P. Méliande,Paul Méliande,60,70,550000,LM,CAM,France,https://cdn.sofifa.net/players/258/348/23_60.png,20,181,72,1614,342,Pau FC,750,1100000,RES,2023,27,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,65,51,60,61,51,54,55,49,51,64,49,58,50,48,63,62,62,68,67,57,72,56,61,57,58,47,39,44,56,60,54,62,46,58,56,15,7,7,9,9,58,59,58,58,58,59,61,61,61,61,58,58,58,58,55,58,17
E. Camara,Etienne Camara,60,75,550000,"CDM,CM",CB,France,https://cdn.sofifa.net/players/270/636/23_60.png,19,190,72,1576,345,Huddersfield Town,2000,1400000,SUB,2023,24,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,64,45,53,58,59,66,45,40,57,59,41,58,45,42,55,59,63,64,57,58,53,57,60,62,69,42,64,57,45,55,48,54,60,59,57,12,10,9,8,6,55,54,54,54,54,54,57,57,58,57,60,61,60,60,62,60,16
C. Franco,Christian Franco,60,67,500000,ST,ST,Uruguay,https://cdn.sofifa.net/players/268/076/23_60.png,23,182,75,1562,326,Cerro Largo Fútbol Club,500,1200000,SUB,2023,15,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,High,Medium,56,62,54,57,38,59,44,66,63,61,55,58,59,58,45,55,58,54,55,57,61,61,63,59,60,58,55,50,61,58,57,55,40,25,22,12,9,5,11,7,62,57,59,59,59,57,60,58,57,58,49,50,49,48,48,48,17
P. Rovaglia,Pietro Rovaglia,60,69,550000,ST,ST,Italy,https://cdn.sofifa.net/players/253/995/23_60.png,21,185,76,1483,322,Ternana,750,963000,RES,2025,16,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,High,Medium,71,58,49,50,29,65,39,60,65,58,51,46,41,32,52,52,70,72,59,57,52,62,62,60,69,50,64,23,61,48,58,51,27,25,18,12,12,9,11,6,62,55,56,56,56,55,57,57,53,57,45,46,45,44,44,44,17
A. Ratajczyk,Adam Ratajczyk,60,71,550000,LM,RM,Poland,https://cdn.sofifa.net/players/252/459/23_60.png,20,176,66,1436,309,PGE FKS Stal Mielec,1000,0,RES,2023,77,2020,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Low,72,51,53,63,25,45,54,54,36,57,45,63,44,44,47,59,76,69,78,54,74,52,54,49,43,42,41,17,57,56,51,48,32,22,21,10,6,6,12,11,56,59,58,58,58,59,60,61,53,61,46,42,46,43,36,43,16
O. Jebali,Omar Jebali,60,69,525000,CB,CB,Tunisia,https://cdn.sofifa.net/players/270/891/23_60.png,22,195,85,1330,289,Odense Boldklub,2000,761000,SUB,2024,3,2019,-,Right,3,2,1,-,-,-,-,Low,Medium,61,24,39,43,60,62,30,19,58,50,28,35,29,28,38,47,59,62,53,56,54,38,71,53,67,16,60,60,25,34,36,41,60,61,58,10,5,10,10,10,42,40,39,39,39,40,42,44,45,44,54,56,54,57,62,57,16
G. Overman,Gaultiér Overman,60,69,525000,LB,LB,Netherlands,https://cdn.sofifa.net/players/264/235/23_60.png,21,181,78,1448,321,Sparta Rotterdam,1000,866000,SUB,2023,24,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium,79,33,42,51,56,60,55,32,52,42,33,53,34,31,30,46,78,79,52,56,59,32,61,60,62,33,56,57,41,43,41,46,54,59,58,10,10,13,12,14,48,50,47,47,47,50,48,53,47,53,59,53,59,60,58,60,18
Park Ji Min,Ji Min Park,60,65,300000,GK,GK,Korea Republic,https://cdn.sofifa.net/players/243/242/23_60.png,22,188,85,886,321,Suwon Samsung Bluewings,650,398000,RES,2023,34,2018,-,Right,3,1,1,-,-,-,-,Medium,Medium,58,56,52,61,30,64,14,6,12,18,8,5,10,13,29,15,33,25,25,57,32,39,45,17,30,8,20,10,4,51,18,57,27,12,12,58,56,52,64,61,20,19,20,20,20,19,24,22,25,22,21,24,21,22,22,22,61
K. Wallace,Kieran Wallace,60,60,230000,"CDM,LB,CB",CB,England,https://cdn.sofifa.net/players/210/986/23_60.png,27,186,75,1659,345,Mansfield Town,3000,403000,SUB,2023,17,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,58,49,58,59,59,62,59,42,60,62,52,58,51,44,60,59,60,57,62,59,66,53,66,43,70,58,66,60,51,54,58,55,58,59,58,10,14,11,11,8,57,56,55,55,55,56,59,58,59,58,60,60,60,60,60,60,18
Hwang Jae Hwan,Jae Hwan Hwang,60,74,600000,CAM,RM,Korea Republic,https://cdn.sofifa.net/players/252/966/23_60.png,21,170,58,1496,317,Ulsan Hyundai FC,1000,1200000,RES,2026,14,2019,-,Right,3,2,1,-,-,-,-,Medium,Medium,71,49,57,64,33,43,53,50,39,64,44,67,51,45,48,59,70,72,61,61,89,49,50,59,35,48,40,27,55,62,42,57,33,33,36,13,7,11,13,10,56,60,59,59,59,60,62,63,58,63,52,48,52,50,41,50,18
T. Altıkardeş,Taha Altıkardeş,60,76,600000,"CB,CDM,RB",CB,Turkey,https://cdn.sofifa.net/players/266/794/23_60.png,18,188,75,1534,331,Trabzonspor,1000,1500000,SUB,2026,22,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,High,High,59,40,49,63,59,61,42,35,59,58,37,64,46,38,53,63,61,58,67,60,54,59,56,53,62,32,70,56,35,40,41,63,59,60,64,8,8,10,11,15,53,52,52,52,52,52,54,55,55,55,59,60,59,60,62,60,18
D. Toma,Daniel Toma,60,70,550000,"CM,CDM",CM,Romania,https://cdn.sofifa.net/players/263/210/23_60.png,22,176,67,1569,333,CS Mioveni,950,853000,SUB,2023,7,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,Medium,High,64,47,56,57,54,55,40,37,43,66,46,50,42,42,64,63,65,64,69,67,54,65,52,70,50,52,51,58,46,56,43,54,54,56,48,11,14,8,14,9,55,55,56,56,56,55,60,59,62,59,60,62,60,59,56,59,20
T. Roberts,Thomas Roberts,60,71,550000,"CAM,CM",CAM,United States,https://cdn.sofifa.net/players/245/033/23_60.png,21,181,68,1529,330,FC Dallas,1000,935000,RES,2022,23,2018,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,69,44,55,65,45,52,39,43,45,64,46,65,49,41,59,64,67,70,73,58,69,43,59,38,59,40,50,51,53,58,52,59,42,44,42,8,7,13,8,10,55,58,57,57,57,58,62,60,59,60,53,55,53,52,52,52,16
O. Enersen,Ole Enersen,60,77,625000,"LW,CAM",RM,Norway,https://cdn.sofifa.net/players/264/745/23_60.png,19,181,67,1581,343,Strømsgodset IF,600,1200000,SUB,2024,84,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,High,High,80,45,55,63,46,54,50,45,46,59,37,62,47,42,55,60,78,82,83,47,80,47,58,66,49,42,52,48,62,58,38,51,41,50,47,10,14,5,12,9,56,60,58,58,58,60,61,62,58,62,57,55,57,56,51,56,17
H. Haugen,Herman Haugen,60,70,525000,RB,RB,Norway,https://cdn.sofifa.net/players/256/040/23_60.png,22,182,70,1562,336,Viking FK,700,761000,SUB,2023,2,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,High,Medium,72,42,49,57,58,58,55,28,44,50,22,56,52,60,42,54,74,71,63,53,69,63,61,65,56,55,52,57,50,41,42,55,58,62,57,8,9,9,12,12,52,53,52,52,52,53,53,55,53,55,60,56,60,60,58,60,17
N. Lübcke,Niklas Lübcke,60,67,425000,GK,GK,Germany,https://cdn.sofifa.net/players/269/864/23_60.png,22,187,84,951,330,Borussia Dortmund II,550,701000,GK,2023,40,2022,-,Right,4,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,62,60,58,59,34,57,11,7,10,25,6,7,10,11,22,12,31,39,40,59,39,44,71,28,71,6,20,11,8,27,9,39,10,10,11,62,60,58,57,59,24,19,20,20,20,19,23,23,23,23,22,24,22,22,25,22,61
N. Kibunguchy,Nabilai Kibunguchy,60,66,350000,"CB,CDM",CB,United States,https://cdn.sofifa.net/players/261/671/23_60.png,24,191,82,1386,311,Minnesota United FC,1000,595000,SUB,2022,36,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Low,High,57,34,44,51,58,67,26,32,57,61,22,48,21,27,46,53,61,54,49,51,54,43,76,58,73,35,60,59,31,40,30,69,57,59,56,9,15,6,6,11,48,45,46,46,46,45,49,49,52,49,55,58,55,56,62,56,17
L. Colaco,Liston Colaco,60,68,550000,"LW,RW",CAM,India,https://cdn.sofifa.net/players/253/479/23_60.png,23,177,64,1536,330,ATK Mohun Bagan FC,650,853000,RW,2023,17,2021,-,Right,4,3,1,-,-,-,-,High,Low,80,59,51,62,19,59,44,59,48,53,48,63,54,54,51,61,81,79,75,49,67,65,67,71,56,57,50,13,56,53,57,47,11,19,26,9,11,6,11,12,61,60,60,60,60,60,61,61,54,61,46,42,46,43,36,43,17
H. Isted,Harry Isted,60,63,250000,GK,GK,England,https://cdn.sofifa.net/players/222/503/23_60.png,25,186,74,970,334,Luton Town,4000,494000,RES,2023,21,2017,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,62,58,59,62,35,58,16,14,18,24,17,16,13,14,22,19,35,36,34,53,41,44,42,25,37,19,18,11,9,19,31,38,12,14,18,62,58,59,58,62,26,22,23,23,23,22,24,25,24,25,24,23,24,24,23,24,61
A. Oliveri,Andrea Oliveri,60,77,625000,RW,RM,Italy,https://cdn.sofifa.net/players/271/399/23_60.png,19,181,74,1524,326,Frosinone,500,1400000,RES,2026,41,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,69,53,60,62,37,45,64,56,42,61,48,62,62,50,55,62,68,69,68,50,67,55,40,51,46,46,38,40,56,61,52,52,35,36,33,12,14,7,11,7,57,60,59,59,59,60,61,62,58,62,53,50,53,51,44,51,17
J. Eze,Joshua Eze,60,72,550000,"CDM,CB",CDM,Germany,https://cdn.sofifa.net/players/269/863/23_60.png,19,183,79,1551,334,Bayer 04 Leverkusen,3000,1000000,SUB,2024,35,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,60,42,56,59,59,58,48,38,56,65,33,56,44,40,63,63,65,55,66,47,63,52,68,52,59,40,62,58,39,48,48,49,58,63,58,9,9,11,7,8,52,53,52,52,52,53,56,56,58,56,59,61,59,59,61,59,15
R. Delvalle,Rodrigo Delvalle,60,68,525000,CB,CB,Paraguay,https://cdn.sofifa.net/players/260/134/23_60.png,21,180,82,1281,280,Club Cerro Porteño,500,1300000,RES,2023,5,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium,55,24,40,37,60,64,28,23,59,55,23,25,20,20,50,45,55,55,46,55,53,32,74,55,72,18,55,57,22,27,33,47,58,65,61,6,13,6,9,6,41,37,37,37,37,37,40,42,46,42,54,57,54,56,62,56,15
D. Wilmering,Daniel Wilmering,60,65,350000,LB,LB,Australia,https://cdn.sofifa.net/players/247/836/23_60.png,21,178,70,1501,335,Western Sydney Wanderers,1000,464000,SUB,2023,19,2019,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/au.png,-,-,High,Medium,80,30,51,57,53,64,55,32,44,57,29,55,45,32,53,53,80,80,81,46,67,23,66,73,64,29,50,50,42,42,38,50,53,58,56,11,9,9,11,8,47,53,48,48,48,53,53,57,53,57,60,56,60,60,57,60,16
R. Stirk,Ryan Stirk,60,68,525000,"CDM,CM",LM,Wales,https://cdn.sofifa.net/players/245/531/23_60.png,21,178,75,1674,362,Birmingham City,4000,1100000,SUB,2023,47,2017,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-wls.png,-,-,Medium,High,71,51,57,60,57,66,55,50,54,60,43,58,45,44,59,59,74,68,71,57,67,57,64,66,65,53,67,57,55,60,40,59,54,60,59,9,10,9,14,11,59,59,58,58,58,59,61,62,61,62,62,61,62,62,61,62,18
O. Sørensen,Oliver Sørensen,60,75,600000,"CM,CDM",CM,Denmark,https://cdn.sofifa.net/players/257/972/23_60.png,20,180,78,1636,359,FC Midtjylland,3000,1200000,SUB,2025,24,2020,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium,69,49,58,62,54,67,51,47,50,63,34,61,54,45,61,63,65,73,66,58,66,61,61,67,72,48,55,57,56,56,39,51,50,56,53,9,13,9,10,7,59,59,59,59,59,59,61,62,62,62,61,61,61,60,59,60,17
J. Briceño,Jesús Briceño,60,67,425000,GK,GK,Venezuela,https://cdn.sofifa.net/players/267/696/23_60.png,24,180,82,1051,340,Deportivo La Guaira FC,500,999000,SUB,2022,30,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium,58,61,55,63,44,59,13,9,15,25,9,11,15,12,28,16,44,45,55,55,47,41,62,22,55,9,27,25,7,39,20,26,22,11,16,58,61,55,59,63,25,23,23,23,23,23,27,26,26,26,26,28,26,26,28,26,61
A. Juárez,Alex Juárez,60,68,500000,CM,CM,Argentina,https://cdn.sofifa.net/players/271/277/23_60.png,17,175,65,1627,352,Barracas Central,500,825000,RES,2023,36,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium,65,54,59,63,61,50,59,59,61,65,40,64,45,42,55,63,67,64,67,57,56,55,58,52,49,44,49,57,60,61,46,54,59,64,61,11,9,13,10,5,61,61,61,61,61,61,63,63,62,63,62,61,62,62,61,62,16
E. Sandberg,Erik Tobias Sandberg,60,67,475000,CB,CB,Norway,https://cdn.sofifa.net/players/236/717/23_60.png,22,190,80,1456,314,FK Jerv,650,689000,SUB,2023,5,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium,59,34,43,52,58,68,34,29,58,56,36,46,29,30,48,56,58,60,67,56,60,52,73,62,71,28,67,59,30,33,37,49,56,60,58,12,9,6,12,8,49,46,45,45,45,46,48,49,51,49,57,59,57,58,62,58,17
Hong Si Hoo,Si Hoo Hong,60,72,600000,"ST,RW,LW",RM,Korea Republic,https://cdn.sofifa.net/players/256/685/23_60.png,21,173,68,1591,347,Incheon United FC,850,870000,RES,2026,37,2022,-,Right,3,3,1,-,-,-,-,High,Medium,81,59,56,64,29,58,55,60,44,60,58,64,58,50,51,60,80,81,81,46,84,68,49,58,64,50,44,24,60,55,52,58,33,24,25,14,5,13,10,11,62,62,61,61,61,62,62,63,55,63,49,46,49,47,41,47,16
S. Pineau,Sebastien Pineau,60,75,600000,ST,ST,Chile,https://cdn.sofifa.net/players/258/221/23_60.png,19,188,75,1402,299,Club Alianza Lima,500,1700000,RES,2024,36,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,High,Medium,57,63,48,61,17,53,32,65,55,60,65,65,36,43,55,60,61,53,54,58,55,58,60,55,62,66,27,12,58,44,65,48,15,10,11,8,13,7,7,7,62,57,59,59,59,57,60,58,54,58,39,40,39,37,33,37,16
Y. Kalley,Yahya Kalley,60,71,525000,LB,LB,Sweden,https://cdn.sofifa.net/players/258/477/23_60.png,21,185,75,1479,323,FC Groningen,1000,866000,RES,2024,15,2021,-,Left,1,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,High,Medium,72,33,46,57,55,60,53,29,46,49,36,58,38,34,44,57,72,72,52,58,71,35,80,64,56,34,58,55,48,38,38,50,54,59,55,7,5,7,9,8,49,52,50,50,50,52,52,56,52,56,60,56,60,60,58,60,15
G. Moya,Gary Moya,60,69,550000,CM,CAM,Chile,https://cdn.sofifa.net/players/263/086/23_60.png,20,174,68,1440,312,CD Everton de Viña del Mar,600,853000,SUB,2022,17,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,Low,65,38,57,62,46,44,41,35,33,68,29,64,37,42,60,63,66,64,64,55,62,42,53,60,38,39,38,50,58,61,32,45,36,57,44,14,12,7,11,5,51,57,57,57,57,57,62,61,62,61,56,56,56,54,49,54,17
N. Sadiki,Noah Sadiki,60,80,650000,"RB,CB,CDM",CB,Belgium,https://cdn.sofifa.net/players/269/230/23_60.png,17,174,74,1530,339,RSC Anderlecht,500,1600000,SUB,2023,27,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium,72,35,53,60,57,62,51,32,58,63,31,58,28,33,58,63,73,72,70,46,73,43,77,53,64,38,66,54,23,46,26,41,51,63,61,13,9,8,13,13,50,53,50,50,50,53,54,56,55,56,60,60,60,60,62,60,18
B. Comley,Brandon Comley,60,62,275000,"CDM,CM",CB,Montserrat,https://cdn.sofifa.net/players/223/918/23_60.png,26,180,72,1700,356,Walsall,2000,502000,CDM,2024,14,2022,-,Right,3,2,1,-,-,-,-,Low,High,66,48,58,60,59,65,55,43,51,60,44,58,58,56,57,58,65,67,68,56,69,57,71,60,66,50,65,60,54,57,48,60,59,60,59,9,16,16,15,13,57,57,56,56,56,57,59,60,59,60,61,61,61,61,62,61,20
W. Fitzgerald,Will Fitzgerald,60,66,400000,"LM,RM",LM,Republic of Ireland,https://cdn.sofifa.net/players/241/582/23_60.png,23,187,70,1497,332,Sligo Rovers,500,700000,LM,2022,7,2021,-,Left,3,3,1,-,-,-,-,High,Medium,82,49,53,59,34,55,56,52,41,54,41,60,49,42,49,55,84,80,70,52,65,49,52,66,53,44,48,30,56,55,42,54,45,26,29,14,8,14,7,9,56,59,57,57,57,59,59,61,54,61,52,47,52,50,43,50,16
E. Yardımcı,Erencan Yardımcı,60,73,600000,"ST,CF",ST,Turkey,https://cdn.sofifa.net/players/252/846/23_60.png,20,188,78,1524,322,Aytemiz Alanyaspor,3000,1600000,SUB,2025,9,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium,62,59,49,61,27,64,48,61,63,51,55,62,65,54,39,60,64,61,65,54,55,62,63,63,69,51,55,23,59,51,60,55,26,21,20,6,8,7,12,11,62,58,58,58,58,58,58,58,52,58,45,43,45,43,42,43,16
M. Al Furayj,Muslim Al Furayj,60,60,40000,GK,GK,Saudi Arabia,https://cdn.sofifa.net/players/223/407/23_60.png,34,188,80,1099,341,Al Fayha,3000,66000,SUB,2023,1,2017,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,61,56,57,63,45,59,19,18,13,23,19,11,17,20,24,20,46,44,33,57,51,43,66,35,65,16,16,18,15,48,18,51,15,20,13,61,56,57,59,63,29,26,27,27,27,26,29,29,29,29,27,28,27,27,28,27,60
K. John,Kelvin John,60,74,600000,"ST,RW",ST,Tanzania,https://cdn.sofifa.net/players/262/832/23_60.png,19,179,74,1427,312,KRC Genk,2000,1300000,RES,2024,38,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium,80,60,43,65,20,44,55,67,67,39,43,68,47,47,38,65,79,80,73,40,68,61,81,36,54,52,21,18,48,39,57,40,10,18,17,5,8,8,8,10,62,59,58,58,58,59,56,58,46,58,41,34,41,40,35,40,13
A. Aydın,Abdullah Dijlan Aydın,60,66,400000,CAM,CAM,Turkey,https://cdn.sofifa.net/players/271/280/23_60.png,22,183,77,1600,339,İstanbulspor,2000,860000,SUB,2027,8,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,High,Medium,63,52,62,59,50,53,50,48,61,69,47,59,58,54,68,64,60,65,53,49,60,58,60,53,57,55,43,32,52,60,49,52,44,61,60,12,12,6,15,6,58,58,58,58,58,58,62,61,61,61,56,57,56,56,55,56,17
M. Oswald,Moritz Oswald,60,72,600000,"CM,CDM",CAM,Austria,https://cdn.sofifa.net/players/264/877/23_60.png,20,171,66,1607,343,SK Rapid Wien,3000,990000,SUB,2025,28,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium,65,48,59,65,54,52,46,50,53,67,33,65,41,36,65,64,69,62,73,59,82,59,61,54,49,42,56,55,34,63,48,45,47,58,57,13,13,12,6,15,56,58,57,57,57,58,62,61,62,61,59,61,59,59,57,59,19
C. McJannet,Cameron McJannet,60,69,500000,CB,CB,England,https://cdn.sofifa.net/players/236/465/23_60.png,23,180,74,1537,324,Derry City,500,875000,CB,2022,17,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,55,44,48,57,60,60,56,46,59,50,36,59,43,39,52,52,57,53,59,56,65,50,66,53,63,32,62,56,54,39,41,55,55,66,67,6,10,13,14,8,54,52,51,51,51,52,52,55,53,55,59,58,59,60,62,60,17
B. Nadir,Bilal Nadir,60,72,575000,"CM,CDM",CDM,France,https://cdn.sofifa.net/players/263/602/23_60.png,18,179,62,1649,346,Olympique de Marseille,2000,1200000,RES,2024,39,2021,-,Left,4,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,64,48,60,56,57,61,49,40,53,67,44,51,41,55,62,58,66,62,66,62,60,63,68,70,54,49,66,53,50,63,58,53,57,62,53,8,12,7,7,13,56,56,56,56,56,56,60,60,62,60,61,63,61,61,60,61,18
S. Figueredo,Sebastián Figueredo,60,72,575000,RB,RWB,Uruguay,https://cdn.sofifa.net/players/267/698/23_60.png,20,179,72,1503,324,Montevideo Wanderers,500,1400000,SUB,2022,22,2019,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium,68,39,51,52,55,59,67,36,42,55,35,49,53,43,44,54,62,73,63,45,65,42,55,67,59,39,52,52,45,36,46,45,55,58,62,9,7,14,10,9,49,52,48,48,48,52,50,55,51,55,61,55,61,60,57,60,15
S. Kalaj,Sergio Kalaj,60,69,525000,CB,CB,Albania,https://cdn.sofifa.net/players/268/466/23_60.png,22,193,80,1304,287,Frosinone,500,919000,SUB,2026,23,2022,-,Right,2,2,1,-,-,-,-,Medium,Medium,59,27,36,39,59,67,31,21,55,46,31,30,21,27,33,48,53,63,36,56,44,43,69,64,74,23,55,56,23,32,36,44,56,64,64,11,9,12,7,11,43,38,38,38,38,38,40,43,44,43,55,55,55,57,62,57,17
D. Adshead,Daniel Adshead,60,72,600000,"CM,CDM",CAM,England,https://cdn.sofifa.net/players/240/562/23_60.png,20,178,70,1580,340,Cheltenham Town,1000,1200000,SUB,2024,16,2022,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,64,52,58,60,52,54,48,50,40,63,40,59,50,41,61,60,69,59,62,58,69,54,61,68,50,57,47,54,60,61,36,58,49,59,52,10,6,6,13,8,57,58,59,59,59,58,62,61,62,61,59,60,59,58,55,58,16
D. Odumosu,David Odumosu,60,69,475000,GK,GK,Republic of Ireland,https://cdn.sofifa.net/players/260/018/23_60.png,21,185,80,1148,352,St. Patrick's Athletic,500,831000,SUB,2024,23,2022,-,Right,3,1,1,-,-,-,-,Medium,Medium,59,58,56,61,59,59,22,9,11,50,9,11,10,13,40,30,58,60,60,55,60,42,65,28,60,5,35,12,6,57,14,40,8,11,14,59,58,56,59,61,29,31,30,30,30,31,37,35,36,35,30,32,30,29,27,29,61
A. Barcellos,Agustín Barcellos,60,69,525000,"LB,CB",CB,Uruguay,https://cdn.sofifa.net/players/267/699/23_60.png,20,183,82,1443,318,Montevideo Wanderers,500,1200000,SUB,2022,6,2019,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Medium,65,33,45,50,60,65,53,32,61,49,33,48,39,39,41,51,65,65,55,51,53,36,61,61,71,31,56,56,43,35,37,57,56,63,66,5,9,8,7,7,49,48,46,46,46,48,48,51,49,51,59,56,59,60,62,60,14
C. Elliot,Callan Elliot,60,66,375000,RB,RM,New Zealand,https://cdn.sofifa.net/players/246/195/23_60.png,22,173,68,1623,352,Wellington Phoenix,700,544000,RB,2023,17,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/nz.png,-,-,Medium,Medium,71,48,55,61,54,63,56,49,46,56,40,58,49,48,53,60,73,70,73,60,75,48,59,68,62,47,60,53,55,57,48,60,53,56,56,7,5,9,6,8,57,59,57,57,57,59,60,61,59,61,61,59,61,60,58,60,15
